Genome,Study,Country,Region,Year,Accession,Database,Continent
PT0156-C,1022-PF-MW-OCHOLLA,Malawi,Chikwawa,2011,ERR216578,varDB,Africa
PT0157-C,1022-PF-MW-OCHOLLA,Malawi,Chikwawa,2011,ERR216579,varDB,Africa
PT0158-C,1022-PF-MW-OCHOLLA,Malawi,Chikwawa,2011,ERR216580,varDB,Africa
PT0160-C,1022-PF-MW-OCHOLLA,Malawi,Chikwawa,2011,ERR216656,varDB,Africa
PT0161-C,1022-PF-MW-OCHOLLA,Malawi,Chikwawa,2011,ERR216581,varDB,Africa
PT0162-C,1022-PF-MW-OCHOLLA,Malawi,Chikwawa,2011,ERR216486,varDB,Africa
PT0165-C,1022-PF-MW-OCHOLLA,Malawi,Chikwawa,2011,ERR216605,varDB,Africa
PT0166-C,1022-PF-MW-OCHOLLA,Malawi,Chikwawa,2011,ERR216609,varDB,Africa
PT0168-C,1022-PF-MW-OCHOLLA,Malawi,Chikwawa,2011,ERR216583,varDB,Africa
PT0169-C,1022-PF-MW-OCHOLLA,Malawi,Chikwawa,2011,ERR216584,varDB,Africa
PT0170-C,1022-PF-MW-OCHOLLA,Malawi,Chikwawa,2011,ERR216600,varDB,Africa
PT0171-C,1022-PF-MW-OCHOLLA,Malawi,Chikwawa,2011,ERR216657,varDB,Africa
PT0172-C,1022-PF-MW-OCHOLLA,Malawi,Chikwawa,2011,ERR216585,varDB,Africa
PT0173-C,1022-PF-MW-OCHOLLA,Malawi,Chikwawa,2011,ERR216586,varDB,Africa
PT0174-C,1022-PF-MW-OCHOLLA,Malawi,Zomba,2011,ERR216599,varDB,Africa
PT0175-C,1022-PF-MW-OCHOLLA,Malawi,Zomba,2011,ERR216487,varDB,Africa
PT0176-C,1022-PF-MW-OCHOLLA,Malawi,Zomba,2011,ERR216598,varDB,Africa
PT0177-C,1022-PF-MW-OCHOLLA,Malawi,Zomba,2011,ERR216658,varDB,Africa
PT0178-C,1022-PF-MW-OCHOLLA,Malawi,Zomba,2011,ERR216587,varDB,Africa
PT0180-C,1022-PF-MW-OCHOLLA,Malawi,Zomba,2011,ERR216589,varDB,Africa
PT0181-C,1022-PF-MW-OCHOLLA,Malawi,Zomba,2011,ERR216488,varDB,Africa
PT0182-C,1022-PF-MW-OCHOLLA,Malawi,Zomba,2011,ERR216590,varDB,Africa
PT0184-C,1022-PF-MW-OCHOLLA,Malawi,Zomba,2011,ERR216608,varDB,Africa
PT0187-C,1022-PF-MW-OCHOLLA,Malawi,Chikwawa,2011,ERR248972,varDB,Africa
PT0188-Cx,1022-PF-MW-OCHOLLA,Malawi,Chikwawa,2011,ERR484571,varDB,Africa
PT0189-Cx,1022-PF-MW-OCHOLLA,Malawi,Chikwawa,2011,ERR484679,varDB,Africa
PT0190-C,1022-PF-MW-OCHOLLA,Malawi,Chikwawa,2011,ERR237403,varDB,Africa
PT0191-Cx,1022-PF-MW-OCHOLLA,Malawi,Chikwawa,2011,ERR484681,varDB,Africa
PT0192-Cx,1022-PF-MW-OCHOLLA,Malawi,Chikwawa,2011,ERR484567,varDB,Africa
PT0193-C,1022-PF-MW-OCHOLLA,Malawi,Chikwawa,2011,ERR237405,varDB,Africa
PT0194-Cx,1022-PF-MW-OCHOLLA,Malawi,Chikwawa,2011,ERR484683,varDB,Africa
PT0195-Cx,1022-PF-MW-OCHOLLA,Malawi,Chikwawa,2011,ERR484684,varDB,Africa
PT0198-C,1022-PF-MW-OCHOLLA,Malawi,Chikwawa,2011,ERR248971,varDB,Africa
PT0199-C,1022-PF-MW-OCHOLLA,Malawi,Chikwawa,2011,ERR237409,varDB,Africa
PT0200-Cx,1022-PF-MW-OCHOLLA,Malawi,Chikwawa,2011,ERR484687,varDB,Africa
PT0201-Cx,1022-PF-MW-OCHOLLA,Malawi,Chikwawa,2011,ERR484688,varDB,Africa
PT0202-Cx,1022-PF-MW-OCHOLLA,Malawi,Chikwawa,2011,ERR484689,varDB,Africa
PT0203-C,1022-PF-MW-OCHOLLA,Malawi,Chikwawa,2011,ERR237413,varDB,Africa
PT0204-Cx,1022-PF-MW-OCHOLLA,Malawi,Chikwawa,2011,ERR484691,varDB,Africa
PT0205-C,1022-PF-MW-OCHOLLA,Malawi,Chikwawa,2011,ERR237415,varDB,Africa
PT0206-Cx,1022-PF-MW-OCHOLLA,Malawi,Chikwawa,2011,ERR484693,varDB,Africa
PT0207-C,1022-PF-MW-OCHOLLA,Malawi,Chikwawa,2011,ERR237417,varDB,Africa
PT0208-C,1022-PF-MW-OCHOLLA,Malawi,Chikwawa,2011,ERR237418,varDB,Africa
PT0209-C,1022-PF-MW-OCHOLLA,Malawi,Chikwawa,2011,ERR237419,varDB,Africa
PT0210-C,1022-PF-MW-OCHOLLA,Malawi,Chikwawa,2011,ERR237420,varDB,Africa
PT0211-C,1022-PF-MW-OCHOLLA,Malawi,Chikwawa,2011,ERR237421,varDB,Africa
PT0212-C,1022-PF-MW-OCHOLLA,Malawi,Chikwawa,2011,ERR237422,varDB,Africa
PT0213-Cx,1022-PF-MW-OCHOLLA,Malawi,Chikwawa,2011,ERR484700,varDB,Africa
PT0214-Cx,1022-PF-MW-OCHOLLA,Malawi,Chikwawa,2011,ERR484701,varDB,Africa
PT0215-Cx,1022-PF-MW-OCHOLLA,Malawi,Chikwawa,2011,ERR484702,varDB,Africa
PT0216-C,1022-PF-MW-OCHOLLA,Malawi,Chikwawa,2011,ERR237426,varDB,Africa
PT0217-Cx,1022-PF-MW-OCHOLLA,Malawi,Chikwawa,2011,ERR484704,varDB,Africa
PT0218-Cx,1022-PF-MW-OCHOLLA,Malawi,Chikwawa,2011,ERR484705,varDB,Africa
PT0219-C,1022-PF-MW-OCHOLLA,Malawi,Chikwawa,2011,ERR237429,varDB,Africa
PT0220-C,1022-PF-MW-OCHOLLA,Malawi,Chikwawa,2011,ERR237430,varDB,Africa
PT0221-Cx,1022-PF-MW-OCHOLLA,Malawi,Chikwawa,2011,ERR484708,varDB,Africa
PT0222-C,1022-PF-MW-OCHOLLA,Malawi,Chikwawa,2011,ERR237432,varDB,Africa
PT0223-Cx,1022-PF-MW-OCHOLLA,Malawi,Chikwawa,2011,ERR484710,varDB,Africa
PT0224-Cx,1022-PF-MW-OCHOLLA,Malawi,Chikwawa,2011,ERR484711,varDB,Africa
PT0225-C,1022-PF-MW-OCHOLLA,Malawi,Chikwawa,2011,ERR234520,varDB,Africa
PT0226-Cx,1022-PF-MW-OCHOLLA,Malawi,Chikwawa,2011,ERR484712,varDB,Africa
PT0227-C,1022-PF-MW-OCHOLLA,Malawi,Chikwawa,2011,ERR237436,varDB,Africa
PT0228-Cx,1022-PF-MW-OCHOLLA,Malawi,Chikwawa,2011,ERR484714,varDB,Africa
PT0229-C,1022-PF-MW-OCHOLLA,Malawi,Chikwawa,2011,ERR237390,varDB,Africa
PT0230-Cx,1022-PF-MW-OCHOLLA,Malawi,Chikwawa,2011,ERR484537,varDB,Africa
PT0231-Cx,1022-PF-MW-OCHOLLA,Malawi,Chikwawa,2011,ERR484538,varDB,Africa
PT0232-Cx,1022-PF-MW-OCHOLLA,Malawi,Chikwawa,2011,ERR484644,varDB,Africa
PT0233-Cx,1022-PF-MW-OCHOLLA,Malawi,Chikwawa,2011,ERR484539,varDB,Africa
PT0234-Cx,1022-PF-MW-OCHOLLA,Malawi,Chikwawa,2011,ERR484540,varDB,Africa
PT0235-Cx,1022-PF-MW-OCHOLLA,Malawi,Chikwawa,2011,ERR484645,varDB,Africa
PT0236-Cx,1022-PF-MW-OCHOLLA,Malawi,Chikwawa,2011,ERR484541,varDB,Africa
PT0237-Cx,1022-PF-MW-OCHOLLA,Malawi,Chikwawa,2011,ERR484646,varDB,Africa
PT0238-C,1022-PF-MW-OCHOLLA,Malawi,Chikwawa,2011,ERR237396,varDB,Africa
PT0239-Cx,1022-PF-MW-OCHOLLA,Malawi,Chikwawa,2011,ERR484543,varDB,Africa
PT0240-C,1022-PF-MW-OCHOLLA,Malawi,Chikwawa,2011,ERR234524,varDB,Africa
PT0241-C,1022-PF-MW-OCHOLLA,Malawi,Chikwawa,2011,ERR237398,varDB,Africa
PT0242-Cx,1022-PF-MW-OCHOLLA,Malawi,Chikwawa,2011,ERR484545,varDB,Africa
PT0243-Cx,1022-PF-MW-OCHOLLA,Malawi,Chikwawa,2011,ERR484546,varDB,Africa
PT0244-Cx,1022-PF-MW-OCHOLLA,Malawi,Chikwawa,2011,ERR484547,varDB,Africa
PT0246-C,1022-PF-MW-OCHOLLA,Malawi,Chikwawa,2011,ERR234525,varDB,Africa
PT0247-Cx,1022-PF-MW-OCHOLLA,Malawi,Chikwawa,2011,ERR484548,varDB,Africa
PT0248-Cx,1022-PF-MW-OCHOLLA,Malawi,Chikwawa,2011,ERR484549,varDB,Africa
PT0249-Cx,1022-PF-MW-OCHOLLA,Malawi,Chikwawa,2011,ERR484550,varDB,Africa
PT0250-Cx,1022-PF-MW-OCHOLLA,Malawi,Chikwawa,2011,ERR484551,varDB,Africa
PT0252-Cx,1022-PF-MW-OCHOLLA,Malawi,Chikwawa,2011,ERR484552,varDB,Africa
PT0253-Cx,1022-PF-MW-OCHOLLA,Malawi,Chikwawa,2011,ERR484649,varDB,Africa
PT0254-Cx,1022-PF-MW-OCHOLLA,Malawi,Chikwawa,2011,ERR484553,varDB,Africa
PT0255-Cx,1022-PF-MW-OCHOLLA,Malawi,Chikwawa,2011,ERR484554,varDB,Africa
PT0256-C,1022-PF-MW-OCHOLLA,Malawi,Chikwawa,2011,ERR248957,varDB,Africa
PT0257-Cx,1022-PF-MW-OCHOLLA,Malawi,Chikwawa,2011,ERR484556,varDB,Africa
PT0258-Cx,1022-PF-MW-OCHOLLA,Malawi,Chikwawa,2011,ERR484650,varDB,Africa
PT0260-Cx,1022-PF-MW-OCHOLLA,Malawi,Chikwawa,2011,ERR484651,varDB,Africa
PT0261-Cx,1022-PF-MW-OCHOLLA,Malawi,Chikwawa,2011,ERR484557,varDB,Africa
PT0262-C,1022-PF-MW-OCHOLLA,Malawi,Chikwawa,2011,ERR248960,varDB,Africa
PT0263-C,1022-PF-MW-OCHOLLA,Malawi,Chikwawa,2011,ERR234529,varDB,Africa
PT0264-C,1022-PF-MW-OCHOLLA,Malawi,Chikwawa,2011,ERR248961,varDB,Africa
PT0266-C,1022-PF-MW-OCHOLLA,Malawi,Chikwawa,2011,ERR263667,varDB,Africa
PT0269-C,1022-PF-MW-OCHOLLA,Malawi,Chikwawa,2011,ERR263668,varDB,Africa
PT0270-C,1022-PF-MW-OCHOLLA,Malawi,Chikwawa,2011,ERR234530,varDB,Africa
PT0271-Cx,1022-PF-MW-OCHOLLA,Malawi,Chikwawa,2011,ERR484654,varDB,Africa
PT0273-C,1022-PF-MW-OCHOLLA,Malawi,Chikwawa,2011,ERR263669,varDB,Africa
PT0274-Cx,1022-PF-MW-OCHOLLA,Malawi,Chikwawa,2011,ERR484655,varDB,Africa
PT0276-C,1022-PF-MW-OCHOLLA,Malawi,Chikwawa,2011,ERR234533,varDB,Africa
PT0277-C,1022-PF-MW-OCHOLLA,Malawi,Chikwawa,2011,ERR263671,varDB,Africa
PT0279-Cx,1022-PF-MW-OCHOLLA,Malawi,Zomba,2011,ERR484657,varDB,Africa
PT0280-C,1022-PF-MW-OCHOLLA,Malawi,Zomba,2011,ERR234535,varDB,Africa
PT0282-Cx,1022-PF-MW-OCHOLLA,Malawi,Zomba,2011,ERR484659,varDB,Africa
PT0283-C,1022-PF-MW-OCHOLLA,Malawi,Zomba,2011,ERR263673,varDB,Africa
PT0285-C,1022-PF-MW-OCHOLLA,Malawi,Zomba,2011,ERR263674,varDB,Africa
PT0286-C,1022-PF-MW-OCHOLLA,Malawi,Zomba,2011,ERR263675,varDB,Africa
PT0287-C,1022-PF-MW-OCHOLLA,Malawi,Zomba,2011,ERR263676,varDB,Africa
PT0289-C,1022-PF-MW-OCHOLLA,Malawi,Zomba,2011,ERR263677,varDB,Africa
PT0290-C,1022-PF-MW-OCHOLLA,Malawi,Zomba,2011,ERR234538,varDB,Africa
PT0291-Cx,1022-PF-MW-OCHOLLA,Malawi,Zomba,2011,ERR484662,varDB,Africa
PT0294-C,1022-PF-MW-OCHOLLA,Malawi,Zomba,2011,ERR234541,varDB,Africa
PT0295-Cx,1022-PF-MW-OCHOLLA,Malawi,Zomba,2011,ERR484665,varDB,Africa
PT0296-C,1022-PF-MW-OCHOLLA,Malawi,Zomba,2011,ERR263678,varDB,Africa
PT0297-C,1022-PF-MW-OCHOLLA,Malawi,Zomba,2011,ERR248962,varDB,Africa
PT0298-Cx,1022-PF-MW-OCHOLLA,Malawi,Zomba,2011,ERR484561,varDB,Africa
PT0299-Cx,1022-PF-MW-OCHOLLA,Malawi,Zomba,2011,ERR484562,varDB,Africa
PT0300-C,1022-PF-MW-OCHOLLA,Malawi,Zomba,2011,ERR234543,varDB,Africa
PT0301-Cx,1022-PF-MW-OCHOLLA,Malawi,Zomba,2011,ERR484667,varDB,Africa
PT0302-C,1022-PF-MW-OCHOLLA,Malawi,Zomba,2011,ERR248965,varDB,Africa
PT0303-Cx,1022-PF-MW-OCHOLLA,Malawi,Zomba,2011,ERR484564,varDB,Africa
PT0304-Cx,1022-PF-MW-OCHOLLA,Malawi,Zomba,2011,ERR484668,varDB,Africa
PV0020-C,1020-PF-VN-BONI,Vietnam,Binh Phuoc,2009,ERR022899,varDB,Asia
PV0023-C,1020-PF-VN-BONI,Vietnam,Binh Phuoc,2009,ERR022900,varDB,Asia
PV0028-C,1020-PF-VN-BONI,Vietnam,Binh Phuoc,2010,ERR022917,varDB,Asia
PV0031-C,1020-PF-VN-BONI,Vietnam,Binh Phuoc,2009,ERR022914,varDB,Asia
PV0035-C,1020-PF-VN-BONI,Vietnam,Binh Phuoc,2010,ERR022915,varDB,Asia
PV0041-C,1020-PF-VN-BONI,Vietnam,Binh Phuoc,2009,ERR023162,varDB,Asia
PV0046-C,1020-PF-VN-BONI,Vietnam,Binh Phuoc,2009,ERR022918,varDB,Asia
PV0048-C,1020-PF-VN-BONI,Vietnam,Binh Phuoc,2010,ERR022911,varDB,Asia
PV0080-C,1008-PF-SEA-RINGWALD,Vietnam,Binh Phuoc,2010,ERR126391,varDB,Asia
PV0081-C,1008-PF-SEA-RINGWALD,Vietnam,Binh Phuoc,2010,ERR128859,varDB,Asia
PV0082-C,1008-PF-SEA-RINGWALD,Vietnam,Binh Phuoc,2010,ERR126562,varDB,Asia
PV0083-C,1008-PF-SEA-RINGWALD,Vietnam,Binh Phuoc,2010,ERR126370,varDB,Asia
PV0084-C,1008-PF-SEA-RINGWALD,Vietnam,Binh Phuoc,2010,ERR126371,varDB,Asia
PV0085-C,1008-PF-SEA-RINGWALD,Vietnam,Binh Phuoc,2010,ERR128860,varDB,Asia
PV0086-C,1008-PF-SEA-RINGWALD,Vietnam,Binh Phuoc,2010,ERR126009,varDB,Asia
PV0087-C,1008-PF-SEA-RINGWALD,Vietnam,Binh Phuoc,2010,ERR126445,varDB,Asia
PV0088-C,1008-PF-SEA-RINGWALD,Vietnam,Binh Phuoc,2010,ERR126372,varDB,Asia
PV0089-C,1008-PF-SEA-RINGWALD,Vietnam,Binh Phuoc,2010,ERR126550,varDB,Asia
PV0091-C,1008-PF-SEA-RINGWALD,Vietnam,Binh Phuoc,2010,ERR126407,varDB,Asia
PV0093-C,1008-PF-SEA-RINGWALD,Vietnam,Binh Phuoc,2010,ERR126393,varDB,Asia
PV0094-C,1008-PF-SEA-RINGWALD,Vietnam,Binh Phuoc,2010,ERR126552,varDB,Asia
PV0098-C,1008-PF-SEA-RINGWALD,Vietnam,Binh Phuoc,2010,ERR126447,varDB,Asia
PV0099-C,1008-PF-SEA-RINGWALD,Vietnam,Binh Phuoc,2010,ERR128861,varDB,Asia
PV0100-C,1008-PF-SEA-RINGWALD,Vietnam,Binh Phuoc,2010,ERR126448,varDB,Asia
PV0101-C,1008-PF-SEA-RINGWALD,Vietnam,Binh Phuoc,2010,ERR126433,varDB,Asia
PV0102-C,1008-PF-SEA-RINGWALD,Vietnam,Binh Phuoc,2010,ERR126380,varDB,Asia
PV0110-C,1008-PF-SEA-RINGWALD,Vietnam,Binh Phuoc,2010,ERR126373,varDB,Asia
PV0112-C,1008-PF-SEA-RINGWALD,Vietnam,Binh Phuoc,2010,ERR126553,varDB,Asia
PV0113-C,1008-PF-SEA-RINGWALD,Vietnam,Binh Phuoc,2010,ERR126374,varDB,Asia
PV0114-C,1008-PF-SEA-RINGWALD,Vietnam,Binh Phuoc,2010,ERR126394,varDB,Asia
PV0115-C,1008-PF-SEA-RINGWALD,Vietnam,Binh Phuoc,2010,ERR126408,varDB,Asia
PV0116-C,1008-PF-SEA-RINGWALD,Vietnam,Binh Phuoc,2010,ERR126470,varDB,Asia
PV0117-C,1008-PF-SEA-RINGWALD,Vietnam,Binh Phuoc,2010,ERR126395,varDB,Asia
PV0118-C,1008-PF-SEA-RINGWALD,Vietnam,Binh Phuoc,2010,ERR126563,varDB,Asia
PV0120-C,1008-PF-SEA-RINGWALD,Vietnam,Binh Phuoc,2010,ERR126564,varDB,Asia
PV0122-C,1008-PF-SEA-RINGWALD,Vietnam,Binh Phuoc,2010,ERR126381,varDB,Asia
PV0124-C,1008-PF-SEA-RINGWALD,Vietnam,Binh Phuoc,2010,ERR126010,varDB,Asia
PV0125-C,1008-PF-SEA-RINGWALD,Vietnam,Binh Phuoc,2010,ERR126023,varDB,Asia
PV0126-C,1008-PF-SEA-RINGWALD,Vietnam,Binh Phuoc,2010,ERR126434,varDB,Asia
PV0127-C,1008-PF-SEA-RINGWALD,Vietnam,Binh Phuoc,2010,ERR126382,varDB,Asia
PV0128-C,1008-PF-SEA-RINGWALD,Vietnam,Binh Phuoc,2010,ERR126383,varDB,Asia
PV0129-C,1008-PF-SEA-RINGWALD,Vietnam,Binh Phuoc,2010,ERR126396,varDB,Asia
PV0130-C,1008-PF-SEA-RINGWALD,Vietnam,Binh Phuoc,2010,ERR126397,varDB,Asia
PV0133-C,1008-PF-SEA-RINGWALD,Vietnam,Binh Phuoc,2010,ERR128862,varDB,Asia
PV0134-C,1008-PF-SEA-RINGWALD,Vietnam,Binh Phuoc,2010,ERR128863,varDB,Asia
PV0135-C,1008-PF-SEA-RINGWALD,Vietnam,Binh Phuoc,2010,ERR126540,varDB,Asia
PV0137-C,1008-PF-SEA-RINGWALD,Vietnam,Binh Phuoc,2010,ERR126024,varDB,Asia
PV0138-C,1008-PF-SEA-RINGWALD,Vietnam,Binh Phuoc,2010,ERR126025,varDB,Asia
PV0139-C,1008-PF-SEA-RINGWALD,Vietnam,Binh Phuoc,2010,ERR126375,varDB,Asia
PV0140-C,1008-PF-SEA-RINGWALD,Vietnam,Binh Phuoc,2010,ERR126449,varDB,Asia
PV0142-C,1008-PF-SEA-RINGWALD,Vietnam,Binh Phuoc,2010,ERR126425,varDB,Asia
PV0144-C,1008-PF-SEA-RINGWALD,Vietnam,Binh Phuoc,2010,ERR126483,varDB,Asia
PV0147-C,1008-PF-SEA-RINGWALD,Vietnam,Binh Phuoc,2010,ERR126384,varDB,Asia
PV0148-C,1008-PF-SEA-RINGWALD,Vietnam,Binh Phuoc,2010,ERR126435,varDB,Asia
PV0149-C,1008-PF-SEA-RINGWALD,Vietnam,Binh Phuoc,2010,ERR126541,varDB,Asia
PV0151-C,1008-PF-SEA-RINGWALD,Vietnam,Binh Phuoc,2010,ERR128864,varDB,Asia
PV0153-C,1008-PF-SEA-RINGWALD,Vietnam,Binh Phuoc,2010,ERR126509,varDB,Asia
PV0155-C,1008-PF-SEA-RINGWALD,Vietnam,Binh Phuoc,2010,ERR126542,varDB,Asia
PV0158-C,1008-PF-SEA-RINGWALD,Vietnam,Binh Phuoc,2010,ERR126565,varDB,Asia
PV0160-C,1008-PF-SEA-RINGWALD,Vietnam,Binh Phuoc,2010,ERR126543,varDB,Asia
PV0161-C,1008-PF-SEA-RINGWALD,Vietnam,Binh Phuoc,2010,ERR126554,varDB,Asia
PV0167-C,1008-PF-SEA-RINGWALD,Vietnam,Binh Phuoc,2010,ERR126555,varDB,Asia
PV0169-C,1008-PF-SEA-RINGWALD,Vietnam,Binh Phuoc,2010,ERR126026,varDB,Asia
PV0174-C,1008-PF-SEA-RINGWALD,Vietnam,Binh Phuoc,2010,ERR126398,varDB,Asia
PV0180-C,1008-PF-SEA-RINGWALD,Vietnam,Binh Phuoc,2011,ERR126437,varDB,Asia
PV0182-C,1008-PF-SEA-RINGWALD,Vietnam,Binh Phuoc,2011,ERR126566,varDB,Asia
PV0183-C,1008-PF-SEA-RINGWALD,Vietnam,Binh Phuoc,2011,ERR126399,varDB,Asia
PV0184-C,1008-PF-SEA-RINGWALD,Vietnam,Binh Phuoc,2011,ERR126495,varDB,Asia
PV0185-C,1008-PF-SEA-RINGWALD,Vietnam,Binh Phuoc,2011,ERR126510,varDB,Asia
PV0186-C,1008-PF-SEA-RINGWALD,Vietnam,Binh Phuoc,2011,ERR126376,varDB,Asia
PV0187-C,1008-PF-SEA-RINGWALD,Vietnam,Binh Phuoc,2011,ERR128865,varDB,Asia
PV0188-C,1008-PF-SEA-RINGWALD,Vietnam,Binh Phuoc,2011,ERR126567,varDB,Asia
PV0192-C,1008-PF-SEA-RINGWALD,Vietnam,Binh Phuoc,2011,ERR126410,varDB,Asia
PV0193-C,1008-PF-SEA-RINGWALD,Vietnam,Binh Phuoc,2011,ERR126011,varDB,Asia
PV0194-C,1008-PF-SEA-RINGWALD,Vietnam,Binh Phuoc,2011,ERR126556,varDB,Asia
PV0195-C,1008-PF-SEA-RINGWALD,Vietnam,Binh Phuoc,2011,ERR126568,varDB,Asia
PV0197-C,1008-PF-SEA-RINGWALD,Vietnam,Binh Phuoc,2011,ERR126462,varDB,Asia
PV0202-C,1008-PF-SEA-RINGWALD,Vietnam,Binh Phuoc,2011,ERR126385,varDB,Asia
PV0204-C,1008-PF-SEA-RINGWALD,Vietnam,Binh Phuoc,2011,ERR126557,varDB,Asia
PV0205-C,1008-PF-SEA-RINGWALD,Vietnam,Binh Phuoc,2010,ERR126497,varDB,Asia
PV0209-C,1008-PF-SEA-RINGWALD,Vietnam,Binh Phuoc,2011,ERR126411,varDB,Asia
PV0210-C,1008-PF-SEA-RINGWALD,Vietnam,Binh Phuoc,2011,ERR126012,varDB,Asia
PV0211-C,1008-PF-SEA-RINGWALD,Vietnam,Binh Phuoc,2011,ERR126386,varDB,Asia
PV0212-C,1008-PF-SEA-RINGWALD,Vietnam,Binh Phuoc,2011,ERR128866,varDB,Asia
PV0215-C,1008-PF-SEA-RINGWALD,Vietnam,Binh Phuoc,2011,ERR126544,varDB,Asia
PV0218-C,1008-PF-SEA-RINGWALD,Vietnam,Binh Phuoc,2011,ERR126400,varDB,Asia
PV0219-C,1008-PF-SEA-RINGWALD,Vietnam,Binh Phuoc,2011,ERR126412,varDB,Asia
PV0220-C,1008-PF-SEA-RINGWALD,Vietnam,Binh Phuoc,2011,ERR126558,varDB,Asia
PV0221-C,1008-PF-SEA-RINGWALD,Vietnam,Binh Phuoc,2011,ERR128867,varDB,Asia
PV0223-C,1008-PF-SEA-RINGWALD,Vietnam,Binh Phuoc,2011,ERR128868,varDB,Asia
PV0224-C,1008-PF-SEA-RINGWALD,Vietnam,Binh Phuoc,2011,ERR126569,varDB,Asia
PV0225-C,1008-PF-SEA-RINGWALD,Vietnam,Binh Phuoc,2011,ERR126388,varDB,Asia
PV0226-C,1008-PF-SEA-RINGWALD,Vietnam,Binh Phuoc,2011,ERR126401,varDB,Asia
PV0227-C,1008-PF-SEA-RINGWALD,Vietnam,Binh Phuoc,2011,ERR126474,varDB,Asia
PV0229-C,1008-PF-SEA-RINGWALD,Vietnam,Binh Phuoc,2011,ERR128869,varDB,Asia
PV0230-C,1008-PF-SEA-RINGWALD,Vietnam,Binh Phuoc,2011,ERR126413,varDB,Asia
PV0231-C,1008-PF-SEA-RINGWALD,Vietnam,Binh Phuoc,2011,ERR126414,varDB,Asia
PV0233-C,1008-PF-SEA-RINGWALD,Vietnam,Binh Phuoc,2011,ERR126377,varDB,Asia
PV0234-C,1008-PF-SEA-RINGWALD,Vietnam,Binh Phuoc,2011,ERR126378,varDB,Asia
PV0235-C,1008-PF-SEA-RINGWALD,Vietnam,Binh Phuoc,2011,ERR126545,varDB,Asia
PV0236-C,1008-PF-SEA-RINGWALD,Vietnam,Binh Phuoc,2011,ERR126402,varDB,Asia
PV0237-C,1008-PF-SEA-RINGWALD,Vietnam,Binh Phuoc,2011,ERR126389,varDB,Asia
PV0238-C,1008-PF-SEA-RINGWALD,Vietnam,Binh Phuoc,2011,ERR126015,varDB,Asia
PV0239-C,1008-PF-SEA-RINGWALD,Vietnam,Binh Phuoc,2011,ERR126390,varDB,Asia
PV0240-C,1008-PF-SEA-RINGWALD,Vietnam,Binh Phuoc,2011,ERR126546,varDB,Asia
PV0241-C,1008-PF-SEA-RINGWALD,Vietnam,Binh Phuoc,2011,ERR126570,varDB,Asia
PV0244-C,1052-PF-TRAC-WHITE,Vietnam,Binh Phuoc,2011,ERR171584,varDB,Asia
PV0246-C,1052-PF-TRAC-WHITE,Vietnam,Binh Phuoc,2011,ERR175499,varDB,Asia
PV0251-C,1052-PF-TRAC-WHITE,Vietnam,Binh Phuoc,2011,ERR175509,varDB,Asia
PV0256-C,1052-PF-TRAC-WHITE,Vietnam,Binh Phuoc,2011,ERR171583,varDB,Asia
PV0258-C,1052-PF-TRAC-WHITE,Vietnam,Binh Phuoc,2011,ERR175500,varDB,Asia
PV0261-C,1052-PF-TRAC-WHITE,Vietnam,Binh Phuoc,2011,ERR171581,varDB,Asia
PV0265-C,1052-PF-TRAC-WHITE,Vietnam,Binh Phuoc,2011,ERR171582,varDB,Asia
PV0268-C,1052-PF-TRAC-WHITE,Vietnam,Binh Phuoc,2011,ERR171577,varDB,Asia
PV0273-C,1052-PF-TRAC-WHITE,Vietnam,Binh Phuoc,2011,ERR171574,varDB,Asia
PV0276-C,1052-PF-TRAC-WHITE,Vietnam,Binh Phuoc,2011,ERR175496,varDB,Asia
PV0277-C,1052-PF-TRAC-WHITE,Vietnam,Binh Phuoc,2011,ERR171579,varDB,Asia
PV0278-C,1052-PF-TRAC-WHITE,Vietnam,Binh Phuoc,2011,ERR171571,varDB,Asia
PV0283-C,1052-PF-TRAC-WHITE,Vietnam,Binh Phuoc,2011,ERR175505,varDB,Asia
PV0284-C,1052-PF-TRAC-WHITE,Vietnam,Binh Phuoc,2011,ERR175493,varDB,Asia
PV0285-C,1052-PF-TRAC-WHITE,Vietnam,Binh Phuoc,2011,ERR171572,varDB,Asia
PV0286-C,1052-PF-TRAC-WHITE,Vietnam,Binh Phuoc,2011,ERR175503,varDB,Asia
PV0287-C,1052-PF-TRAC-WHITE,Vietnam,Binh Phuoc,2011,ERR171573,varDB,Asia
PV0288-C,1052-PF-TRAC-WHITE,Vietnam,Binh Phuoc,2011,ERR171570,varDB,Asia
PV0293-C,1052-PF-TRAC-WHITE,Vietnam,Binh Phuoc,2011,ERR175501,varDB,Asia
PV0295-C,1052-PF-TRAC-WHITE,Vietnam,Binh Phuoc,2011,ERR171569,varDB,Asia
PV0298-C,1052-PF-TRAC-WHITE,Vietnam,Binh Phuoc,2011,ERR171568,varDB,Asia
PV0300-C,1052-PF-TRAC-WHITE,Vietnam,Binh Phuoc,2011,ERR175491,varDB,Asia
PV0301-C,1052-PF-TRAC-WHITE,Vietnam,Binh Phuoc,2011,ERR164737,varDB,Asia
9626,PF3K,Kenya,,,ERS166375,varDB,Africa
8383,PF3K,Kenya,,,ERS166384,varDB,Africa
10668,PF3K,Kenya,,,ERS166381,varDB,Africa
11014,PF3K,Kenya,,,ERS166382,varDB,Africa
