,sequence_id,mds_3d,mds_3d_x,mds_3d_y,mds_3d_z
67,PA0214-C.g991,"[-857.9093858195355, -637.1830344212304, -280.0734804475873]",-857.9093858195355,-637.1830344212304,-280.0734804475873
68,PA0215-C.g54,"[-361.19088485858026, -362.4139611119385, 906.3529566679383]",-361.19088485858026,-362.4139611119385,906.3529566679383
69,PA0217-C.g134,"[-1177.4086860749646, -17.4057218701291, -914.3680080460607]",-1177.4086860749646,-17.4057218701291,-914.3680080460607
70,PA0227-C.g615,"[875.7462375591869, -127.05350825877473, -590.5000272370903]",875.7462375591869,-127.05350825877473,-590.5000272370903
71,PA0229-C.g32,"[-349.2496295633278, -1388.6447174820282, -347.2855379015281]",-349.2496295633278,-1388.6447174820282,-347.2855379015281
72,PA0237-C.g56,"[929.9554774638916, 1400.5573757765108, 590.0385367492539]",929.9554774638916,1400.5573757765108,590.0385367492539
73,PA0249-C.g982,"[404.83035552999536, -477.1541139206975, 1284.109781164139]",404.83035552999536,-477.1541139206975,1284.109781164139
74,PA0256-C.g881,"[232.4195014183327, 1495.2679400603872, -82.8937938560172]",232.4195014183327,1495.2679400603872,-82.8937938560172
75,PA0260-C.g825,"[-226.05022758691365, -837.2240727605849, -1337.9903714819839]",-226.05022758691365,-837.2240727605849,-1337.9903714819839
76,PA0262-C.g68,"[676.433315703487, 144.91532542031146, -1243.570658131802]",676.433315703487,144.91532542031146,-1243.570658131802
77,PA0267-C.g42,"[822.7320065685825, 44.71868794093754, 761.1334408806616]",822.7320065685825,44.71868794093754,761.1334408806616
78,PA0270-C.g166,"[350.14566875661063, -819.7477905437546, 394.2266082470153]",350.14566875661063,-819.7477905437546,394.2266082470153
79,PC0005-Cx.g696,"[-332.20315812650813, -982.6166714917159, -828.2391941026066]",-332.20315812650813,-982.6166714917159,-828.2391941026066
80,PC0016-C.g78,"[524.8173477794618, 478.5777558772189, -608.526719974285]",524.8173477794618,478.5777558772189,-608.526719974285
81,PC0058-C.g30,"[151.0632377990056, 469.44467988176615, 962.1135780618698]",151.0632377990056,469.44467988176615,962.1135780618698
82,PC0069-C.g315,"[556.4349960175816, -637.023589322732, -48.971057562292096]",556.4349960175816,-637.023589322732,-48.971057562292096
83,PC0069-C.g351,"[-1180.6981908994605, 1285.2396560566926, 889.7104812249095]",-1180.6981908994605,1285.2396560566926,889.7104812249095
84,PC0071-C.g628,"[-474.8527944562015, -108.52887908649018, -468.54743483575726]",-474.8527944562015,-108.52887908649018,-468.54743483575726
85,PC0080-C.g53,"[258.5656015717071, -528.9770776617019, -923.7943746354116]",258.5656015717071,-528.9770776617019,-923.7943746354116
86,PC0083-C.g14,"[-782.55466410253, -543.3672017051011, -646.3422061239235]",-782.55466410253,-543.3672017051011,-646.3422061239235
87,PC0097-C.g331,"[-873.7065868329597, -612.733062034953, 155.0315784076894]",-873.7065868329597,-612.733062034953,155.0315784076894
88,PC0104-C.g660,"[-955.8532149828533, -206.05769448229256, -1259.7712522497334]",-955.8532149828533,-206.05769448229256,-1259.7712522497334
89,PC0113-C.g745,"[831.1893451008121, -691.6657933318482, 140.69924359160683]",831.1893451008121,-691.6657933318482,140.69924359160683
90,PC0122-C.g457,"[1121.273960546981, 1333.7185757937034, -1132.1263599062431]",1121.273960546981,1333.7185757937034,-1132.1263599062431
91,PD0141-C.g610,"[447.7861989157933, -938.9907817236724, 778.8274302170355]",447.7861989157933,-938.9907817236724,778.8274302170355
92,PD0460-C.g1684,"[-533.7556816572514, -210.50323700207971, -634.5728591142658]",-533.7556816572514,-210.50323700207971,-634.5728591142658
93,PD0468-C.g51,"[83.88574827332123, 439.18239483652775, 1150.1595125957372]",83.88574827332123,439.18239483652775,1150.1595125957372
94,PD0469-C.g1340,"[1159.2568897528818, -674.4402704653324, -1392.850217283851]",1159.2568897528818,-674.4402704653324,-1392.850217283851
95,PD0472-C.g156,"[-1397.7305098170768, -361.0521987240049, -745.1247263520792]",-1397.7305098170768,-361.0521987240049,-745.1247263520792
96,PD0474-C.g297,"[-820.6854683124272, -315.8380528391283, -157.2075407766435]",-820.6854683124272,-315.8380528391283,-157.2075407766435
97,PD0474-C.g554,"[138.9171602792712, -1130.6865963191715, 161.60970300079705]",138.9171602792712,-1130.6865963191715,161.60970300079705
98,PD0475-C.g142,"[-99.2881040008933, -189.41513718725665, -706.8463483500649]",-99.2881040008933,-189.41513718725665,-706.8463483500649
99,PD0479-C.g12428,"[-297.3572352732286, -1061.534796966334, 303.09420884269053]",-297.3572352732286,-1061.534796966334,303.09420884269053
100,PD0481-C.g176,"[-803.2864500602691, -462.2060434531707, -338.460870889895]",-803.2864500602691,-462.2060434531707,-338.460870889895
101,PD0485-C.g707,"[-301.65510246861595, -1069.786811980232, 288.54037844049293]",-301.65510246861595,-1069.786811980232,288.54037844049293
102,PD0487-C.g293,"[-319.04965206312113, -304.2496232697896, -735.359219525322]",-319.04965206312113,-304.2496232697896,-735.359219525322
103,PD0488-C.g129,"[-820.225035846874, -262.43114983718874, -376.4827031804869]",-820.225035846874,-262.43114983718874,-376.4827031804869
104,PD0494-C.g159,"[913.8951853709705, -341.00605988164455, 128.90515652835347]",913.8951853709705,-341.00605988164455,128.90515652835347
105,PD0495-C.g121,"[-737.5839336326601, -794.5757718679944, 226.23433259438218]",-737.5839336326601,-794.5757718679944,226.23433259438218
106,PD0495-C.g85,"[291.0178021877649, 546.9676942110972, -144.20250133917088]",291.0178021877649,546.9676942110972,-144.20250133917088
107,PD0510-C.g211,"[1128.9465487770985, -177.6965177978199, 182.26603186982888]",1128.9465487770985,-177.6965177978199,182.26603186982888
108,PD0511-C.g262,"[734.0375757641009, 77.60847592903598, 481.5245200494585]",734.0375757641009,77.60847592903598,481.5245200494585
109,PD0513-C.g443,"[780.43568411539, -602.815773625608, 872.2666674756591]",780.43568411539,-602.815773625608,872.2666674756591
110,PD0518-C.g205,"[-825.5102780401561, -336.6263761520513, -146.26789474957687]",-825.5102780401561,-336.6263761520513,-146.26789474957687
111,PD0519-C.g428,"[-308.52621968962063, -1066.1818055421513, 294.84236008975404]",-308.52621968962063,-1066.1818055421513,294.84236008975404
112,PD0520-C.g131,"[-284.7811780236051, -1076.5238850272733, 277.2787557868055]",-284.7811780236051,-1076.5238850272733,277.2787557868055
113,PD0524-C.g85,"[-1406.8838347398455, 899.921902015713, 101.60720252869969]",-1406.8838347398455,899.921902015713,101.60720252869969
114,PD0525-C.g84,"[-657.5973994219312, -707.5770150188681, -279.0969608484374]",-657.5973994219312,-707.5770150188681,-279.0969608484374
115,PD0526-C.g351,"[-404.2874947225543, -1056.7479909922806, 461.611384917972]",-404.2874947225543,-1056.7479909922806,461.611384917972
116,PD0529-C.g418,"[679.7089975727209, -616.3581983995771, 962.015113976848]",679.7089975727209,-616.3581983995771,962.015113976848
117,PD0531-C.g354,"[-298.36271300007155, -1071.3945795421107, 285.73957938457613]",-298.36271300007155,-1071.3945795421107,285.73957938457613
118,PD0532-C.g217,"[260.3746896812887, 474.6628985098781, -330.7800824264757]",260.3746896812887,474.6628985098781,-330.7800824264757
119,PD0536-C.g13,"[1098.6390247582124, -158.9253367834674, -469.48046509405157]",1098.6390247582124,-158.9253367834674,-469.48046509405157
120,PD0548-C.g65,"[232.0116727822732, 508.53171671197043, -293.49089269896496]",232.0116727822732,508.53171671197043,-293.49089269896496
121,PD0554-C.g886,"[241.0172527557282, 485.1272039746404, -323.8018102724942]",241.0172527557282,485.1272039746404,-323.8018102724942
122,PD0558-C.g850,"[820.448166634319, -581.6007863387941, 92.95871758005941]",820.448166634319,-581.6007863387941,92.95871758005941
123,PD0559-C.g45,"[251.5018914250458, 483.0379957524338, -323.350458122133]",251.5018914250458,483.0379957524338,-323.350458122133
124,PD0570-C.g118,"[-895.1070813611276, -76.90537354575274, -189.102428797776]",-895.1070813611276,-76.90537354575274,-189.102428797776
125,PD0573-C.g223,"[-287.4104013580988, -1075.7567032823422, 278.49141011319546]",-287.4104013580988,-1075.7567032823422,278.49141011319546
126,PD0626-C.g573,"[37.42676697407214, 38.29449623422306, 43.62731307484798]",37.42676697407214,38.29449623422306,43.62731307484798
127,PD0629-C.g992,"[-259.6835549545178, -1087.701808358655, 255.4082288469944]",-259.6835549545178,-1087.701808358655,255.4082288469944
128,PD0630-C.g326,"[-333.2414831468508, -183.44159376099486, -1432.7675382738676]",-333.2414831468508,-183.44159376099486,-1432.7675382738676
129,PD0637-C.g100,"[1194.3051289041778, 50.53929224971221, 470.34230505790543]",1194.3051289041778,50.53929224971221,470.34230505790543
130,PD0670-C.g642,"[636.3907117227044, 803.7465315592037, 49.22921868672047]",636.3907117227044,803.7465315592037,49.22921868672047
131,PD0734-C.g902,"[-795.1179279557078, -461.5211646780651, -40.279990801075215]",-795.1179279557078,-461.5211646780651,-40.279990801075215
132,PD0734-C.g99,"[-309.092275288913, -1066.1369202859055, 294.668377752499]",-309.092275288913,-1066.1369202859055,294.668377752499
133,PD0755-C.g493,"[-580.7134275396672, 150.75523841861389, -23.0666002846235]",-580.7134275396672,150.75523841861389,-23.0666002846235
134,PD0758-C.g53,"[847.606193761514, -726.0374708877338, 644.3491646202359]",847.606193761514,-726.0374708877338,644.3491646202359
135,PD0761-C.g467,"[-754.3029947217649, -117.93359787664664, 26.743093508104796]",-754.3029947217649,-117.93359787664664,26.743093508104796
136,PD0776-C.g355,"[-487.1971167924336, 425.8963247360081, -1406.9565170814515]",-487.1971167924336,425.8963247360081,-1406.9565170814515
137,PD0776-C.g989,"[-241.26485154520282, 760.589180445046, 714.7606836403289]",-241.26485154520282,760.589180445046,714.7606836403289
138,PD0786-C.g210,"[-923.3788192833224, -415.7644625549548, -60.96184173379968]",-923.3788192833224,-415.7644625549548,-60.96184173379968
139,PD0789-C.g596,"[-847.1253561524445, -81.89680164151403, -494.41803618784087]",-847.1253561524445,-81.89680164151403,-494.41803618784087
140,PD0801-C.g570,"[33.988237962418516, -559.2023422168534, -865.5620793808893]",33.988237962418516,-559.2023422168534,-865.5620793808893
141,PD0813-C.g591,"[-363.4974307187204, -159.72057109967685, -853.4726368933273]",-363.4974307187204,-159.72057109967685,-853.4726368933273
142,PD0816-C.g86,"[261.5133438738357, 472.1558547396761, -333.39520466501534]",261.5133438738357,472.1558547396761,-333.39520466501534
143,PD0818-C.g69,"[249.84227503198267, 478.9483322493897, -329.12184643868414]",249.84227503198267,478.9483322493897,-329.12184643868414
144,PD0848-C.g188,"[204.5665259019942, -438.20220943783164, -710.9739163851735]",204.5665259019942,-438.20220943783164,-710.9739163851735
145,PD0848-C.g189,"[-68.82791627833939, -612.4989896922723, -506.62867289339306]",-68.82791627833939,-612.4989896922723,-506.62867289339306
146,PD0860-C.g43,"[254.2402974602435, 490.440348157571, -332.23812991774844]",254.2402974602435,490.440348157571,-332.23812991774844
147,PD0862-C.g941,"[-779.5907758311174, -408.19352817120534, 17.67821024657188]",-779.5907758311174,-408.19352817120534,17.67821024657188
148,PD0864-C.g783,"[1034.5495703687827, 285.24869310100013, -139.26600554618753]",1034.5495703687827,285.24869310100013,-139.26600554618753
149,PD0889-C.g58,"[762.424269870963, -721.5023509876164, 132.3034379743119]",762.424269870963,-721.5023509876164,132.3034379743119
150,PD0890-C.g501,"[-796.3952707488427, 277.83003558847673, 22.29889947698606]",-796.3952707488427,277.83003558847673,22.29889947698606
151,PD0892-C.g26,"[-49.93481766212185, -334.40424014017174, 1280.1553338383133]",-49.93481766212185,-334.40424014017174,1280.1553338383133
152,PD0901-C.g966,"[179.79697016181524, -577.4739381936822, 1153.9944985695004]",179.79697016181524,-577.4739381936822,1153.9944985695004
153,PE0087-C.g95,"[84.21928359940863, 681.161485445474, 181.59967791258632]",84.21928359940863,681.161485445474,181.59967791258632
154,PE0089-C.g220,"[1085.8541659052678, -471.3213442350552, 64.46412652065247]",1085.8541659052678,-471.3213442350552,64.46412652065247
155,PE0090-C.g65,"[-378.0580452656085, 272.26950714778224, 177.57533252783222]",-378.0580452656085,272.26950714778224,177.57533252783222
156,PE0109-C.g932,"[-785.0845444701805, -480.22564474199896, -1139.575171263272]",-785.0845444701805,-480.22564474199896,-1139.575171263272
157,PE0117-C.g621,"[80.13645256824934, 1360.7907208980382, -695.0152024516345]",80.13645256824934,1360.7907208980382,-695.0152024516345
158,PE0119-C.g24,"[945.6995611828761, -356.7642164680472, -712.5342220335864]",945.6995611828761,-356.7642164680472,-712.5342220335864
159,PE0124-C.g129,"[1073.5835304251777, -91.50416200116243, 484.22009733683234]",1073.5835304251777,-91.50416200116243,484.22009733683234
160,PE0125-C.g207,"[667.9541730969112, -946.7267260732962, -136.23440092657492]",667.9541730969112,-946.7267260732962,-136.23440092657492
161,PE0125-C.g770,"[-1475.3800694878225, -74.91853986448616, -208.15140325021525]",-1475.3800694878225,-74.91853986448616,-208.15140325021525
162,PE0126-C.g454,"[495.69043734008693, -560.2516077441237, 1151.3407482938562]",495.69043734008693,-560.2516077441237,1151.3407482938562
163,PE0127-C.g3263,"[1240.0592354479923, -555.57776411727, -1029.7146095216588]",1240.0592354479923,-555.57776411727,-1029.7146095216588
164,PE0130-C.g140,"[278.70435395549157, 449.6292956049346, 1031.2810739416689]",278.70435395549157,449.6292956049346,1031.2810739416689
165,PE0133-C.g63,"[533.6421922768247, -1006.5928637022164, -441.3416877294809]",533.6421922768247,-1006.5928637022164,-441.3416877294809
166,PE0134-C.g786,"[-863.334896209922, 403.1671244501655, -1234.3823566559986]",-863.334896209922,403.1671244501655,-1234.3823566559986
167,PE0135-C.g134,"[935.5383216981883, -150.82236513752937, 225.50065606442675]",935.5383216981883,-150.82236513752937,225.50065606442675
168,PE0135-C.g601,"[-737.5837669957352, 174.99696252076663, 78.6743471902514]",-737.5837669957352,174.99696252076663,78.6743471902514
169,PE0136-C.g170,"[695.6553065610293, -1033.2346786186295, 499.05198479402895]",695.6553065610293,-1033.2346786186295,499.05198479402895
170,PE0138-C.g675,"[-1280.246820728571, 295.6150851806105, 517.3886319062013]",-1280.246820728571,295.6150851806105,517.3886319062013
171,PE0139-C.g1068,"[-999.3849412625511, -477.50221869684003, 450.56421687510186]",-999.3849412625511,-477.50221869684003,450.56421687510186
172,PE0139-C.g141,"[1198.8727336981935, -342.50228465558325, 550.7832842031193]",1198.8727336981935,-342.50228465558325,550.7832842031193
173,PE0141-C.g818,"[813.9516407606316, -434.4694519836875, -930.6747749888416]",813.9516407606316,-434.4694519836875,-930.6747749888416
174,PE0142-C.g1675,"[375.07413890690816, -1235.9339384574253, -1074.3900404343044]",375.07413890690816,-1235.9339384574253,-1074.3900404343044
175,PE0144-C.g775,"[556.2758774563295, 577.3727651212184, 663.4338608224475]",556.2758774563295,577.3727651212184,663.4338608224475
176,PF0004-C.g871,"[-1158.6975454518208, 554.4892834895379, -484.1993896179582]",-1158.6975454518208,554.4892834895379,-484.1993896179582
177,PF0009-C.g539,"[234.46845066475092, 272.6115566655616, 1400.5453920067075]",234.46845066475092,272.6115566655616,1400.5453920067075
178,PF0009-C.g783,"[-1099.21910946584, 328.6522160799143, 822.2436858341276]",-1099.21910946584,328.6522160799143,822.2436858341276
179,PF0020-C.g188,"[-58.9190684522899, 987.6955342108772, -1092.891406320421]",-58.9190684522899,987.6955342108772,-1092.891406320421
180,PF0021-C.g629,"[-201.0075903988455, 1519.6332469804088, 205.43345834928286]",-201.0075903988455,1519.6332469804088,205.43345834928286
181,PF0022-C.g158,"[166.9417106705802, 204.87474311998812, 1320.8992867548063]",166.9417106705802,204.87474311998812,1320.8992867548063
182,PF0035-C.g543,"[687.9652800876604, -337.6566338162352, -964.7101175450249]",687.9652800876604,-337.6566338162352,-964.7101175450249
183,PF0039-C.g518,"[-379.55902115363983, -1090.2981703433982, -209.44346657533364]",-379.55902115363983,-1090.2981703433982,-209.44346657533364
184,PF0041-C.g179,"[792.5287879016904, -720.8203718374358, 376.50754813814376]",792.5287879016904,-720.8203718374358,376.50754813814376
185,PF0041-C.g898,"[206.1331644315032, -1219.3696738301958, -73.45057678107267]",206.1331644315032,-1219.3696738301958,-73.45057678107267
186,PF0047-C.g111,"[1234.1046050041757, 279.6356658075626, 460.7022334157781]",1234.1046050041757,279.6356658075626,460.7022334157781
187,PF0047-C.g123,"[486.96599359191663, 473.89231423532397, 665.3631172615253]",486.96599359191663,473.89231423532397,665.3631172615253
188,PF0047-C.g394,"[-17.957533980642157, 1488.837067818093, 449.411969544572]",-17.957533980642157,1488.837067818093,449.411969544572
189,PF0048-C.g624,"[627.3741836401158, 113.86146158803604, 1221.000105058002]",627.3741836401158,113.86146158803604,1221.000105058002
190,PF0051-C.g129,"[405.5300172511537, 321.8503309174278, -945.7484534599935]",405.5300172511537,321.8503309174278,-945.7484534599935
191,PF0058-C.g360,"[1112.5538123256317, -383.08501432243736, 709.4763646932852]",1112.5538123256317,-383.08501432243736,709.4763646932852
192,PF0064-C.g405,"[367.0141126422467, -604.0302270233491, 1150.6547281416615]",367.0141126422467,-604.0302270233491,1150.6547281416615
193,PF0073-C.g172,"[836.8703278420646, -437.01548650333467, 415.8572548376827]",836.8703278420646,-437.01548650333467,415.8572548376827
194,PF0079-C.g187,"[374.5720834123995, 195.787083396778, 1210.3020517288494]",374.5720834123995,195.787083396778,1210.3020517288494
195,PF0079-C.g488,"[-142.00979087664996, 382.28135228356854, -1432.13327735139]",-142.00979087664996,382.28135228356854,-1432.13327735139
196,PF0079-C.g611,"[-811.6606072406686, 1208.3474261122064, -640.2392786968351]",-811.6606072406686,1208.3474261122064,-640.2392786968351
197,PF0080-C.g99,"[1042.6062788877184, -473.0152301375113, 54.421932898438016]",1042.6062788877184,-473.0152301375113,54.421932898438016
198,PF0105-C.g817,"[-924.728843731086, 480.49994195148065, -1096.4277027757093]",-924.728843731086,480.49994195148065,-1096.4277027757093
199,PF0106-C.g777,"[-1201.4229269413051, 182.83552768398954, 617.4143805451395]",-1201.4229269413051,182.83552768398954,617.4143805451395
200,PF0112-C.g77,"[529.0703728395359, 1036.246107615414, 517.6511966022912]",529.0703728395359,1036.246107615414,517.6511966022912
201,PF0114-C.g162,"[-526.1924293579599, 796.2339350809596, -17.558660238935005]",-526.1924293579599,796.2339350809596,-17.558660238935005
202,PF0115-C.g215,"[670.682289433317, -812.1163939565256, 780.2869442827108]",670.682289433317,-812.1163939565256,780.2869442827108
203,PF0115-C.g517,"[703.6515034125474, 1586.0236972396383, 525.9914105861828]",703.6515034125474,1586.0236972396383,525.9914105861828
204,PF0122-C.g101,"[676.5303715326952, 911.043700241215, 267.98871019447125]",676.5303715326952,911.043700241215,267.98871019447125
